課程名稱,授課教師,學期,A+,A,A以下,A-以上,A-,A-以下,B+以上,B+,B+以下,B以上,B,B以下,B-以上,B-,B-以下,C+以上,C+,C+以下,C以上,C,C以下,C-以上,C-,F
法文一上,陳維玲,111-1,51.16,,,,,,,,,,,,,,,,,,,,,,,
法文一上,陳素麗,111-1,28.21,,,,,,,,,,,,,,,,,,,,,,,
法文一上,陳維玲,111-1,76.67,,,,,,,,,,,,,,,,,,,,,,,
法文三上,謝艾米,111-1,,,,,52.94,,,0,,,0,,,0,,,0,,,0,,,0,0
泰文一上,張君松,111-1,83.33,,,,,,,,,,,,,,,,,,,,,,,
泰文一上,張君松,111-1,67.86,,,,,,,,,,,,,,,,,,,,,,,
活出快樂:科學實證與演練,戴可馨,111-1,69.77,,,,,,,,,,,,,,,,,,,,,,,
流體力學,吳富春,111-1,0,8.33,,,8.33,,,,,,,,,,,,,,,,,,,
流體力學導論,周逸儒,111-1,0,6.67,,,,,,,,,,,,,,,,,,,,,,
流體力學導論,周逸儒,111-1,,,,,,,,10,,,,,,,,,,,,,,,,
海峽兩岸關係史一,李君山,111-1,19.71,13.14,,,,,,,,,,,,,,,,,,,,,,
海峽兩岸關係史一,李君山,111-1,,,,,15.79,,,,,,,,,,,,,,,,,,,
海洋地質概論,賀詩琳,111-1,8.7,,,,,,,,,,,,,,,,,,,,,,,
海洋物理學,陳世楠,111-1,11.76,,,,,,,,,,,,,,,,,,,,,,,
海洋科學概論,楊穎堅,111-1,26.26,,,,,,,,,,,,,,,,,,,,,,,
海洋科學概論,楊穎堅,111-1,55.84,,,,,,,,,,,,,,,,,,,,,,,
海洋科學概論,楊穎堅,111-1,44.16,,,,,,,,,,,,,,,,,,,,,,,
海洋與氣候:過去到未來,賀詩琳,111-1,25,,,,,,,,,,,,,,,,,,,,,,,
深度學習之應用,陳縕儂,111-1,61.76,,,,,,,,,,,,,,,,,,,,,,,
深度學習於電腦視覺,王鈺強,111-1,47.62,,,,,,,,,,,,,,,,,,,,,,,
測量學一,趙鍵哲,111-1,12.82,,,,,,,,,,,,,,,,,,,,,,,
測量實習,趙鍵哲,111-1,27.78,19.44,,,,,,,,,,,,,,,,,,,,,,
游泳初級,林謙如,111-1,55.81,,,,,,,,,,,,,,,,,,,,,,,
演算法,李建模,111-1,14.93,,,,,,,,,,,,,,,,,,,,,,,
演算法設計與分析,蕭旭君,111-1,10.48,20,,,,,,,,,,,,,,,,,,,,,,
演算法設計與分析,陳縕儂,111-1,17.39,13.04,,,,,,,,,,,,,,,,,,,,,,
無機化學一,彭之皓,111-1,,,,,,,,,,,6.85,,,,,,,,,,,,,
熱力學,蔡協澄,111-1,7.02,,,,,,,,,,,,,,,,,,,,,,,
熱力學,陳洵毅,111-1,,,,,,,,,,,,,,,,,,,,,,,,25
熱力學,蔡協澄,111-1,7.02,10.53,,,,,,,,,,,,,,,,,,,,,,
物理化學一-熱力學,陸駿逸,111-1,,,,,,,,,,,,,,,,,,,,,,,,6.33
物理化學一-熱力學,陸駿逸,111-1,,,,,,,,15.19,,,,,,,,,,,,,,,,
犯罪、毒品與人性,賴文崧,111-1,63.02,,,,,,,,,,,,,,,,,,,,,,,
現代中國與世界：1842-1911,王遠義,111-1,25.19,,,,,,,,,,,,,,,,,,,,,,,
現代政治思想一,陳思賢,111-1,18.89,,,,,,,,,,,,,,,,,,,,,,,
現代生物學之應用,朱家瑩,111-1,16.55,45.52,,,,,,,,,,,,,,,,,,,,,,
現代生物技術與健康,詹迺立,111-1,,,,,26.9,,,,,,,,,,,,,,,,,,,
現代生物技術與健康,張明富等,111-1,15.74,,,,,,,,,,,,,,,,,,,,,,,
現代科學與心靈科學,歐陽彥正,111-1,35.58,29.45,,,,,,,,,,,,,,,,,,,,,,
現代科技與人類文明,楊申語,111-1,,,,,45.24,,,,,,,,,,,,,,,,,,,
現代農業體驗一,劉力瑜,111-1,9.52,76.19,,,,,,,,,,,,,,,,,,,,,,
現代農業體驗二,顏炳郎,111-1,0,50,,,,,,,,,,,,,,,,,,,,,,
環境化學,潘述元,111-1,5.45,,,,,,,,,,,,,,,,,,,,,,,
生態檢核,劉奇璋,111-1,65,35,,,,,,,,,,,,,,,,,,,,,,
生物代謝體分析技術導論,李宗徽,111-1,25,,,,,,,,,,,,,,,,,,,,,,,
生物化學,李明學,111-1,,,,,,,,,,,,,,,,,3.21,,,,,,,
生物化學,李明學,111-1,19.25,,,,,,,,,,,,,,,,,,,,,,,
生物化學實驗,李明學,111-1,6.15,,,,,,,,,,,,,,,,,,,,,,,
生物多樣性概論,丁宗蘇,111-1,,,,,,,,,,,,,,,,,,,,,,,,2.7
生物序列分析演算法,趙坤茂,111-1,55.88,,,,,,,,,,,,,,,,,,,,,,,
生物統計學,張志豪,111-1,29.41,,,,,,,,,,,,,,,,,,,,,,,
生物統計學二,洪弘,111-1,15.56,20,,,,,,,,,,,,,,,,,,,,,,
生理學甲上,胡孟君,111-1,6.29,,,,,,,,,,,,,,,,,,,,,,,
病媒管制,蔡坤憲,111-1,47.37,,,,,,,,,,,,,,,,,,,,,,,
病理、藥理小組討論上,無,111-1,14.47,,,,,,,,,,,,,,,,,,,,,,,
病理學甲及實驗上,鄭永銘,111-1,38.19,,,,,,,,,,,,,,,,,,,,,,,
益生菌研究與應用,陳立涵,111-1,25,75,,,,,,,,,,,,,,,,,,,,,,
知識論,周先捷,111-1,45.71,31.43,,,,,,,,,,,,,,,,,,,,,,
石油地質學,吳榮章,111-1,28.57,35.71,,,,,,,,,,,,,,,,,,,,,,
研究方法與論文寫作,鄭瑋,111-1,55.77,,,,,,,,,,,,,,,,,,,,,,,
社會學,陳玉華,111-1,22.39,,,,,,,,,,,,,,,,,,,,,,,
社會學,曾嬿芬,111-1,,,,,39.24,,,,,,,,,,,,,,,,,,,
社會學,李令儀,111-1,,,,,,,,,,,4.48,,,,,,,,,,,,,
社會學,李令儀,111-1,37.25,,,,,,,,,,,,,,,,,,,,,,,
社會學甲上,陳東升,111-1,13.16,,,,,,,,,,,,,,,,,,,,,,,
社會工作概論,李美儀 Ciwang Teyra,111-1,54.29,,,,,,,,,,,,,,,,,,,,,,,
社會心理學,李怡青,111-1,,,,,28.71,,,,,,,,,,,,,,,,,,,
神經生物學(一),潘建源,111-1,,,,,,,,6.78,,,,,,,,,,,,,,,,
禮記甲上,黃啟書,111-1,30,,,,,,,,,,,,,,,,,,,,,,,
科技創新與會計實務,區耀軍,111-1,19.23,53.85,,,,,,,,,,,,,,,,,,,,,,
程式與科學計算,陳維婷,111-1,,,,,23.4,,,,,,,,,,,,,,,,,,,
程式與科學計算,陳維婷,111-1,19.15,,,,,,,,,,,,,,,,,,,,,,,
程式設計,何承遠,111-1,50.51,29.29,,,,,,,,,,,,,,,,,,,,,,
程式設計,孔令傑,111-1,54.84,,,,,,,,,,,,,,,,,,,,,,,
積體電路設計,闕志達,111-1,26.26,,,,,,,,,,,,,,,,,,,,,,,
管理學,畢南怡,111-1,13.56,,,,,,,,,,,,,,,,,,,,,,,
管理數學,賴淑青,111-1,51.52,48.48,,,,,,,,,,,,,,,,,,,,,,
簡報製作與表達,葉丙成,111-1,23.33,,,,,,,,,,,,,,,,,,,,,,,
系統程式設計,鄭卜壬,111-1,17.43,,,,,,,,,,,,,,,,,,,,,,,
統計學,鄭克聲,111-1,20,60,,,,,,,,,,,,,,,,,,,,,,
統計學一上,王衍智,111-1,,,,,17.65,,,,,,,,,,,,,,,,,,,
統計學一上,陳郁蕙,111-1,25.58,19.38,,,,,,,,,,,,,,,,,,,,,,
統計學暨實習,楊睿中,111-1,33.05,,,,,,,,,,,,,,,,,,,,,,,
統計學暨實習,陳旭昇,111-1,16.47,,,,,,,,,,,,,,,,,,,,,,,
統計學暨實習,楊睿中,111-1,,44.92,,,16.95,,,38.14,,,,,,,,,,,,,,,,
統計理論一,楊鈞澔,111-1,55,,,,,,,,,,,,,,,,,,,,,,,
統計理論一,楊鈞澔,111-1,30.77,23.08,,,,,,,,,,,,,,,,,,,,,,
經濟學原理上,陳暐,111-1,17.86,,,,,,,,,,,,,,,,,,,,,,,
網球初級,趙曉涵,111-1,100,,,,,,,,,,,,,,,,,,,,,,,
網球初級,莊泰源,111-1,33.33,,,,,,,,,,,,,,,,,,,,,,,
網路服務程式設計,黃鐘揚,111-1,22.68,,,,,,,,,,,,,,,,,,,,,,,
線上凸最佳化,李彥寰,111-1,20,50,,,,,,,,,,,,,,,,,,,,,,
線性代數,陳文進,111-1,24.05,,,,,,,,,,,,,,,,,,,,,,,
線性代數,馮世邁,111-1,26.39,,,,,,,,,,,,,,,,,,,,,,,
線性代數(一),謝銘倫,111-1,,,,,,,,15.74,,,,,,,,,,,,,,,,
線性代數一,謝銘倫,111-1,,,,,,,,,,,,,,,,,19.44,,,,,,,12.96
總體經濟學上,毛慶生,111-1,21.11,17.78,,,61.11,,,,,,,,,,,,,,,,,,,
總體經濟學原理,陳虹如,111-1,13.98,20.43,,,,,,,,,,,,,,,,,,,,,,
羽球初級,連家瑩,111-1,40,,,,,,,,,,,,,,,,,,,,,,,
羽球初級,陳美莉,111-1,24.44,42.22,,,,,,,,,,,,,,,,,,,,,,
羽球初級,連家瑩,111-1,40,27.27,,,,,,,,,,,,,,,,,,,,,,
考古學史,陳瑪玲,111-1,,,,,,,,22.22,,,,,,,,,,,,,,,,
職場倫理與職場精神,洪英正,111-1,,,,,,,,,,,5.38,,,,,,,,,,,,,
職業衛生,吳章甫,111-1,,,,,,,,12,,,,,,,,,,,,,,,,
脊椎動物比較解剖學,吳高逸,111-1,,,,,,,,,,,,,,,,,,,,,,,,17.5
臨床醫學總論(I),合授,111-1,35.17,33.1,,,,,,,,,,,,,,,,,,,,,,
自動機與形式語言,林智仁,111-1,9.41,15.29,,,,,,,,,,,,,,,,,,,,,,
自然保護區管理,盧道杰,111-1,,62.5,,,37.5,,,,,,,,,,,,,,,,,,,
自然保護區管理實習,盧道杰,111-1,,37.5,,,62.5,,,,,,,,,,,,,,,,,,,
自然地理學通論,黃倬英,111-1,43.33,25,,,,,,,,,,,,,,,,,,,,,,
臺灣原住民史,周婉窈,111-1,15.25,18.64,,,,,,,,,,,,,,,,,,,,,,
臺灣現代小說選讀,江文薰,111-1,30,,,,,,,,,,,,,,,,,,,,,,,
臺灣現代詩,劉正忠,111-1,23.68,26.97,,,49.34,,,,,,,,,,,,,,,,,,,
臺灣現代詩,劉正忠,111-1,,,,,22.37,,,,,,,,,,,,,,,,,,,
臺灣經濟史,葉淑貞,111-1,28.57,25,,,,,,,,,,,,,,,,,,,,,,
臺灣語言與社會,江文瑜,111-1,57.01,,,,,,,,,,,,,,,,,,,,,,,
臺灣近代史,歐素瑛,111-1,,,,,,,,,,,,,,,,,,,,,,,,
臺灣閩南語一,林貝珊,111-1,29.63,,,,,,,,,,,,,,,,,,,,,,,
臺灣閩南語一,林貝珊,111-1,23.53,41.18,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)一,陳逸軒,111-1,29.63,,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)一,葉德蘭,111-1,,,,,59.38,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)一,沈曉茵,111-1,,,,,,,,,,,13.33,,,,,,,,,,,,,
英文(附一小時英聽)一,陶漢威,111-1,60,,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)一,簡瑞碧,111-1,18.75,,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)一,黃允蔚,111-1,4.55,54.55,,,,,,,,,,,,,,,,,,,,,,
英文(附二小時英聽)一,張嘉倩,111-1,8.57,54.29,,,,,,,,,,,,,,,,,,,,,,
英文(附二小時英聽)一,胥嘉陵,111-1,22.58,,,,,,,,,,,,,,,,,,,,,,,
英文一,劉威辰,111-1,44.44,,,,,,,,,,,,,,,,,,,,,,,
英文一,蔡秀枝,111-1,28.07,,,,,,,,,,,,,,,,,,,,,,,
英文一,劉威辰,111-1,44.44,33.33,,,,,,,,,,,,,,,,,,,,,,
英文一,陽明蒼,111-1,7.89,23.68,,,,,,,,,,,,,,,,,,,,,,
英文作文一上,郭貞秀,111-1,83.33,,,,,,,,,,,,,,,,,,,,,,,
英文口說與寫作訓練一,曾琦智,111-1,,,,,93.33,,,6.67,,,,,,,,,,,,,,,,
英文寫作入門,陳翊齊,111-1,8.93,28.57,,,,,,,,,,,,,,,,,,,,,,
英文（附一小時英聽）,簡瑞碧,111-1,,58.33,,,,,,,,,,,,,,,,,,,,,,
英文（附一小時英聽）一,黃恆綜,111-1,0,76.92,,,,,,,,,,,,,,,,,,,,,,
英文（附二小時英聽）一,吳雅鳳,111-1,35.14,21.62,,,,,,,,,,,,,,,,,,,,,,
英語口語訓練一上,陳逸軒,111-1,,,,,12.5,,,,,,,,,,,,,,,,,,,
莊子甲上,徐聖心,111-1,40,16,,,,,,,,,,,,,,,,,,,,,,
藥理學上,林泰元,111-1,28.47,31.25,,,,,,,,,,,,,,,,,,,,,,
行政學一,吳舜文,111-1,12.5,,,,,,,,,,,,,,,,,,,,,,,
行政法,林明昕,111-1,1.79,,,,,,,,,,,,,,,,,,,,,,,
行政法,林明昕,111-1,,,,,36.61,,,,,,,,,,,,,,,,,,,
行星及地球物理通論,趙丰,111-1,30,,,,,,,,,,,,,,,,,,,,,,,
行銷管理,簡怡雯,111-1,51.35,12.16,,,,,,,,,,,,,,,,,,,,,,
西洋政治哲學一,陳思賢,111-1,,27.12,,,,,,,,,,,,,,,,,,,,,,
西洋政治哲學一,陳思賢,111-1,,,,,,,,,,,,,,,,,,,,2.54,,,,
西洋文學概論一,李佑金,111-1,30.77,,,,,,,,,,,,,,,,,,,,,,,
西班牙文一上,馬德睿,111-1,37.33,30.67,,,,,,,,,,,,,,,,,,,,,,
西班牙文二上,安志偉,111-1,60.71,39.29,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0
西班牙文二上,張雯媛,111-1,,,,,17.24,,,,,,,,,,,,,,,,,,,
計算機應用及程式語言,蕭友晉,111-1,,,,,20,,,,,,,,,,,,,,,,,,,
計算機概論,徐宏民,111-1,14.46,,,,,,,,,,,,,,,,,,,,,,,
計算機概論與程式設計上,蕭惠心,111-1,,,,,18.42,,,,,,,,,,,,,,,,,,,
計算機概論與程式設計下,黃乾綱,111-1,,,,,,,,,,,,,,,,,,,,10.29,,,,
計算機程式,諶玉真,111-1,27.27,,,,,,,,,,,,,,,,,,,,,,,
計算機程式,林宗男,111-1,47.06,,,,,,,,,,,,,,,,,,,,,,,
計算機程式,林以凡,111-1,17.31,,,,,,,,,,,,,,,,,,,,,,,
計算機程式,林宗男,111-1,47.06,12.94,,,,,,,,,,,,,,,,,,,,,,
計算機程式設計,劉邦鋒,111-1,24,76,,,,,,,,,,,,,,,,,,,,,,
計算機程式設計,張傑帆,111-1,14.43,,,,,,,,,,,,,,,,,,,,,,,
計算機程式設計實驗,林宗男,111-1,56.47,16.47,,,,,,,,,,,,,,,,,,,,,,
計算機結構,楊佳玲,111-1,15,7.5,,,,,,,,,,,,,,,,,,,,,,
計算機結構,劉智弘,111-1,37.1,,,,,,,,,,,,,,,,,,,,,,,
計算機結構,劉智弘,111-1,,,,,,,,8.06,,,,,,,,,,,,,,,,
計算機結構,楊佳玲,111-1,,,,,,,,15,,,,,,,,,,,,,,,,
計算機網路,周承復,111-1,79.01,,,,,,,,,,,,,,,,,,,,,,,
計量經濟,廖珮真,111-1,26.42,,,,,,,,,,,,,,,,,,,,,,,
計量經濟學一,江淳芳,111-1,,,,,22.22,,,,,,,,,,,,,,,,,,,
計量經濟學一,江淳芳,111-1,,,,,,,,7.94,,,,,,,,,,,,,,,,
訊息設計與視覺傳達,林廷宜,111-1,,,,,,,,18.75,,,,,,,,,,,,,,,,
詞選及習作上,李文鈺,111-1,19.3,,,,,,,,,,,,,,,,,,,,,,,
試驗設計學,劉力瑜,111-1,37.74,,,,,,,,,,,,,,,,,,,,,,,
讀中生智(一)：初階英文閱讀,陳翊齊,111-1,,,,,30,,,,,,,,,,,,,,,,,,,
財務會計理論,葉疏,111-1,28.57,,,,,,,,,,,,,,,,,,,,,,,
財務模型程式應用,姜堯民,111-1,19.05,26.98,,,,,,,,,,,,,,,,,,,,,,
財務管理,邱顯比,111-1,,,,,,,,10.77,,,,,,,,,,,,,,,,
財務管理,邱顯比,111-1,26.15,13.85,,,,,,,,,,,,,,,,,,,,,,
財務管理,莊文議,111-1,61.11,,,,,,,,,,,,,,,,,,,,,,,
財務金融入門,陳明賢,111-1,73.6,,,,,,,,,,,,,,,,,,,,,,,
貨幣銀行學一,陳南光,111-1,16.3,24.44,,,,,,,,,,,,,,,,,,,,,,
貨幣銀行學一,陳南光,111-1,,,,,14.81,,,,,,,,,,,,,,,,,,,
貨幣銀行學甲,楊雅惠,111-1,13.41,26.83,,,,,,,,,,,,,,,,,,,,,,
貿易理論,朴至鎬,111-1,,,,,,,,50.79,,,,,,,,,,,,,,,,
貿易理論,朴至鎬,111-1,,,,,,,,14.29,,,,,,,,,,,,,,,,
資料庫管理,楊立偉,111-1,45.79,,,,,,,,,,,,,,,,,,,,,,,
資料科學,陳銘憲,111-1,,,,,27.2,,,,,,,,,,,,,,,,,,,
資料科學,陳銘憲,111-1,15.2,21.6,,,,,,,,,,,,,,,,,,,,,,
資料科學與社會研究,林明仁,111-1,,,,,,,,12.5,,,0,,,0,,,0,,,0,,,0,0
資料科學與社會研究,林明仁,111-1,,,,,39.06,,,,,,,,,,,,,,,,,,,
資料結構,陳和麟,111-1,22.28,,,,,,,,,,,,,,,,,,,,,,,
資料結構,張恆華,111-1,16.28,,,,,,,,,,,,,,,,,,,,,,,
資管新生專題,陳建錦,111-1,14.67,37.33,,,,,,,,,,,,,,,,,,,,,,
賽局論,古慧雯,111-1,16,,,,,,,,,,,,,,,,,,,,,,,
賽局論,古慧雯,111-1,,12,,,,,,,,,,,,,,,,,,,,,,
賽局論,黃景沂,111-1,18.18,10.91,,,,,,,,,,,,,,,,,,,,,,
足球初級,楊裕隆,111-1,,46.3,,,,,,,,,,,,,,,,,,,,,,
足球初級,楊裕隆,111-1,38.89,,,,,,,,,,,,,,,,,,,,,,,
跆拳道初級,陳君鳳,111-1,27.78,33.33,,,,,,,,,,,,,,,,,,,,,,
跆拳道初級,吳明翰,111-1,98.04,,,,,,,,,,,,,,,,,,,,,,,
跆拳道初級,陳君鳳,111-1,14.81,64.81,,,,,,,,,,,,,,,,,,,,,,
軟網初級,莊泰源,111-1,1.89,84.91,,,,,,,,,,,,,,,,,,,,,,
農業經濟概論,黃芳玫 張宏浩,111-1,,,,,,,,,,,9.88,,,,,,,,,,,,,
近代物理,李峻霣,111-1,62.82,,,,,,,,,,,,,,,,,,,,,,,
近代物理,楊耀中,111-1,,,,,12.5,,,,,,,,,,,,,,,,,,,
迴歸分析,丘政民,111-1,3.57,,,,,,,,,,,,,,,,,,,,,,,
運動賽會規劃與管理,陳志一,111-1,,,,,,,,,,,4,,,,,,,,,,,,,
運輸工程,賴勇成,111-1,45,,,,,,,,,,,,,,,,,,,,,,,
邏輯,傅皓政,111-1,47.64,,,,,,,,,,,,,,,,,,,,,,,
邏輯,曾漢塘,111-1,63.01,,,,,,,,,,,,,,,,,,,,,,,
邏輯電路,吳文中,111-1,22.81,24.56,,,,,,,,,,,,,,,,,,,,,,
都市人類學,呂欣怡,111-1,17.78,,,,,,,,,,,,,,,,,,,,,,,
醫學工程導論,宋孔彬,111-1,56.41,,,,,,,,,,,,,,,,,,,,,,,
醫學與人文,陳彥元,111-1,29.38,40,,,,,,,,,,,,,,,,,,,,,,
醫學與人文,陳彥元,111-1,,,,,19.38,,,,,,,,,,,,,,,,,,,
醫學與人文,陳彥元,111-1,29.38,,,,,,,,,,,,,,,,,,,,,,,
醫學與生活,楊榮森,111-1,18.54,39.74,,,,,,,,,,,,,,,,,,,,,,
醫學與生活,楊榮森,111-1,18.12,26.17,,,,,,,,,,,,,,,,,,,,,,
醫學資源利用實習二,盛望徽,111-1,42.86,57.14,,,,,,,,,,,,,,,,,,,,,,
醫學電資整合創意專題（一）,林忠緯,111-1,64.29,35.71,,,,,,,,,,,,,,,,,,,,,,
醫家經典選讀（二）,蔡璧名,111-1,31.08,41.89,,,,,,,,,,,,,,,,,,,,,,
醫家經典選讀（二）,蔡壁名,111-1,31.08,41.89,,,,,,,,,,,,,,,,,,,,,,
醫用台語教學,李克仁等,111-1,82.65,,,,,,,,,,,,,,,,,,,,,,,
醫用台語教學,李克仁,111-1,82.65,,,,,,,,,,,,,,,,,,,,,,,
醫療法律責任,陳聰富,111-1,31.01,,,,,,,,,,,,,,,,,,,,,,,
醫療與社會,朱宗信,111-1,28.48,62.91,,,,,,,,,,,,,,,,,,,,,,
量子演算法,呂學一,111-1,58.73,,,,,,,,,,,,,,,,,,,,,,,
鋼琴作品與演奏欣賞,張欽全,111-1,95.73,,,,,,,,,,,,,,,,,,,,,,,
隨機過程,繆維中,111-1,37.5,,,,,,,,,,,,,,,,,,,,,,,
離散數學,雷欽龍,111-1,21.01,14.29,,,,,,,,,,,,,,,,,,,,,,
離散數學,雷欽隆,111-1,19.15,,,,,,,,,,,,,,,,,,,,,,,
雲物理學,陳正平,111-1,,,,,,,,,,,,,,,,,15.91,,,,,,,
電力工程導論,許源浴,111-1,75.76,,,,,,,,,,,,,,,,,,,,,,,
電子學實驗,張培仁,111-1,,,,,20.69,,,,,,,,,,,,,,,,,,,
電子學實驗(一),劉宗德,111-1,49.29,,,,,,,,,,,,,,,,,,,,,,,
電子學（一）,林宗賢,111-1,20.37,,,,,,,,,,,,,,,,,,,,,,,
電子學（一）,呂良鴻,111-1,16.07,,,,,,,,,,,,,,,,,,,,,,,
電子學（一）,林宗賢,111-1,20.37,22.22,,,,,,,,,,,,,,,,,,,,,,
電子電路一,陳昭宏,111-1,,27.08,,,16.67,,,,,,,,,,,,,,,,,,,
電工實驗（數位電路）,楊家襄,111-1,41.67,50,,,,,,,,,,,,,,,,,,,,,,
電影、信仰與道德,張毅民,111-1,,,,,,,,,,,4.44,,,,,,,,,,,,,
電磁學一,鄭宇翔,111-1,36.5,,,,,,,,,,,,,,,,,,,,,,,
電磁學一,李俊興,111-1,23.64,,,,,,,,,,,,,,,,,,,,,,,
電腦網路導論,廖婉君,111-1,34.78,10.14,,,,,,,,,,,,,,,,,,,,,,
電腦網路與通訊,楊東謀,111-1,49.21,,,,,,,,,,,,,,,,,,,,,,,
電腦視覺,傅楸善,111-1,74.36,,,,,,,,,,,,,,,,,,,,,,,
電腦輔助工程製圖,鍾添東,111-1,29.63,18.52,,,,,,,,,,,,,,,,,,,,,,
靜力學,莊嘉揚,111-1,,,,,10.77,,,,,,,,,,,,,,,,,,,
靜力學,莊嘉揚,111-1,,,,,,,,,,,,,,10.77,,,,,,,,,,
非營利組織經營與管理(NPO之戀),粘曉菁,111-1,81.9,,,,,,,,,,,,,,,,,,,,,,,
韓文一上,李相美,111-1,62.16,,,,,,,,,,,,,,,,,,,,,,,
韓文一上,李承珍,111-1,22.5,30,,,,,,,,,,,,,,,,,,,,,,
韓文二上,李相美,111-1,50,,,,,,,,,,,,,,,,,,,,,,,
音樂、演化與大腦,蔡振家,111-1,33.13,27.61,,,,,,,,,,,,,,,,,,,,,,
音樂作品欣賞一,蔡世豪,111-1,39.63,,,,,,,,,,,,,,,,,,,,,,,
領導力講座,丁照棣,111-1,33.33,,,,,,,,,,,,,,,,,,,,,,,
領導學導論,許朱勝,111-1,26.67,55.56,,,,,,,,,,,,,,,,,,,,,,
顯微鏡下的生命世界,沈原民,111-1,34.68,,,,,,,,,,,,,,,,,,,,,,,
風險管理與保險,曾郁仁,111-1,18.75,,,,,,,,,,,,,,,,,,,,,,,
鯨豚、人類、海洋、保育,楊瑋誠,111-1,37.93,,,,,,,,,,,,,,,,,,,,,,,
框架外的思考:五分鐘英文講台,李維宴,111-0,,,,,,,,11.76,,,0,,,0,,,0,,,0,,,0,0
中國大陸政治經濟發展,徐斯勤,110-2,,,,,64.29,,,,,,,,,,,,,,,,,,,
作業系統,施吉昇,110-2,,,,,18.81,,,,,,,,,,,,,,,,,,,
個體經濟學下,古慧雯,110-2,16.67,,,,,,,,,,,,,,,,,,,,,,,
分析化學乙,何佳安,110-2,18.81,15.84,,,65.35,,,,,,,,,,,,,,,,,,,
商事法總論與公司法,楊岳平,110-2,,61.03,,,,,,,,,,,,,,,,,,,,,,
國際金融：理論、歷史、計量,何泰寬,110-2,,,,,,,,42.86,,,,,,,,,,,,,,,,
地質調查二,宋聖榮,110-2,38.46,61.54,,,,,,,,,,,,,,,,,,,,,,
地質調查四,宋聖榮,110-2,42.86,57.14,,,,,,,,,,,,,,,,,,,,,,
專題研究二,沈川洲,110-2,,100,,,,,,,,,,,,,,,,,,,,,,
微積分3,蔡雅如(03),110-2,15.29,,,,,,,,,,,,,,,,,,,,,,,
微積分4,蔡雅如(03),110-2,9.49,,,,,,,,,,,,,,,,,,,,,,,
微積分二,翁秉仁,110-2,,,,,,,,8,,,,,,,,,,,,,,,,
普通心理學,張家源(01),110-2,32.17,,,,,,,,,,,,,,,,,,,,,,,
會計學甲一下,高偉娟(09),110-2,50,,,,,,,,,,,,,,,,,,,,,,,
桌球初級,陳逸杰,110-2,94.64,,,,,,,,,,,,,,,,,,,,,,,
海洋科學概論,楊穎堅,110-2,,65.15,,,13.13,,,21.72,,,,,,,,,,,,,,,,
現代科學與心靈科學,歐陽彥正,110-2,,,,,24.55,,,,,,,,,,,,,,,,,,,
環境與工程地質,劉雅瑄,110-2,56.76,27.03,,,16.22,,,,,,,,,,,,,,,,,,,
科技倫理,劉啟民,110-2,,,,,,,,,,,,,,,,,66.67,,,33.33,,,,
管理數學,李家岩,110-2,39.78,,,,,,,,,,,,,,,,,,,,,,,
籃球初級,李永祥(F5),110-2,65.12,,,,,,,,,,,,,,,,,,,,,,,
統計在地球科學的應用,博爾,110-2,30,30,,,40,,,,,,,,,,,,,,,,,,,
總體經濟學原理與實習,林明仁(02),110-2,14.88,,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)二,簡瑞碧(25),110-2,30.77,53.85,,,15.38,,,,,,,,,,,,,,,,,,,
荷蘭文一下,敖馨郁,110-2,,,,,,,,16.67,,,,,,,,,,,,,,,,
計量經濟學導論暨實習,駱明慶,110-2,,78.87,,,,,,,,,,,,,,,,,,,,,,
財務演算法,呂育道,110-2,58.97,,,,,,,,,,,,,,,,,,,,,,,
財政學,李顯峰,110-2,,,,,21.74,,,,,,,,,,,,,,,,,,,
資料結構與進階程式設計,李根逸,110-2,47.42,,,,,,,,,,,,,,,,,,,,,,,
醫學與生活,楊榮森,110-2,73.33,12,,,,,,,,,,,,,,,,,,,,,,
野外地質學,王昱,110-2,,,,,,,,,,,,,,81.58,,,10.53,,,7.89,,,,
野外地質學實習,徐澔德,110-2,,,,,,,,,,,89.19,,,5.41,,,5.41,,,,,,,
鋼琴作品與演奏欣賞,張欽全,110-2,96.53,,,,,,,,,,,,,,,,,,,,,,,
世界史一,陳慧宏,110-1,,,,,,,,57.89,,,14.04,,,28.07,,,,,,,,,,
中級會計學上,林琬琬,110-1,17.65,,,,,,,,,,,,,,,,,,,,,,,
中華民國憲法及政府一,陳淳文,110-1,10.81,10.81,,,78.38,,,,,,,,,,,,,,,,,,,
乳品學,王聖耀,110-1,39.39,19.7,,,40.91,,,,,,,,,,,,,,,,,,,
人類學,林瑋嬪,110-1,,55.56,,,23.61,,,20.83,,,,,,,,,,,,,,,,
個體經濟學上,黃貞穎,110-1,17.65,19.61,,,62.75,,,,,,,,,,,,,,,,,,,
個體經濟學原理與實習,江淳芳,110-1,14.86,22.97,,,,,,,,,,,,,,,,,,,,,,
